id	category	question	value	distractor1	distractor2	distractor3	audit_status	issues
DV20-410	Chair Flying - Phase Decision Drills	At this point in Engine failure in flight (<700 ft) — fly-to area, On an engine failure in flight below 700 ft, where d…	Direct final	Climb to 1500 ft first	Direct base only	UP (considering distance available)		
DV20-411	Chair Flying - Phase Decision Drills	At this point in Emergency landing engine off — approach speed, What airspeed is used for an emergency landing with the…	59 kts	43 kts always	55 kts on downwind only	70 kts		
DV20-412	Chair Flying - Phase Decision Drills	At this point in Electrical fire including smoke in flight, What is the first action for an electrical fire (with smoke…	Master switch (battery) OFF	Full throttle	Open canopy immediately	Extend flaps LDG		
DV20-413	Chair Flying - Phase Decision Drills	At this point in Generator warning light with discharge — action, If the generator warning light shows with discharge o…	Switch off all nonessential equipment and land at nearest suitable airport	Increase throttle to maximum	Turn master switch ON and OFF repeatedly	Continue flight indefinitely		
DV20-414	Chair Flying - Phase Decision Drills	At this point in introduction, What is the first priority in all abnormal procedures?	Maintain airplane control — fly the airplane	Extend flaps immediately	Complete radio calls first	Shut down all electrical systems		
DV20-415	Chair Flying - Phase Decision Drills	At this point in Fuel dipstick — lowest notch indication, On the fuel dipstick, what does the lowest notch indicate?	10 liters of usable fuel	Full tank only	77 liters total	Unusable fuel quantity		
DV20-416	Chair Flying - Phase Decision Drills	At this point in Approved fuel grades, What is the preferred approved fuel at EHHV?	MOGAS per BAZ-Regulation	Aviation lubricant mixed with fuel	Jet A-1	Automotive diesel		
DV20-417	Chair Flying - Phase Decision Drills	At this point in Approved lubricant CAUTION — prohibited substitute, According to the document's CAUTION, what must NOT…	Aviation lubricant for engine oil	MOGAS at EHHV	SF or SG marked automotive oil	100LL AVGAS		
DV20-418	Chair Flying - Phase Decision Drills	At this point in Departure briefing — Hilversum circuit join point, In the departure briefing example, where is the cir…	700 ft at crosswind leg under 45°	700 ft AAL	1000 ft AAL	500 ft and 20° before extended centerline		
DV20-419	Chair Flying - Phase Decision Drills	At this point in Departure and approach briefing & TEM, What should threat and error management briefings identify?	Threats and how to mitigate them	Passenger meal preferences	Historical accident statistics only	10 liters of usable fuel		
DV20-420	Chair Flying - Phase Decision Drills	At this point in EHHV glide-in — downwind requirement, What does an EHHV glide-in from 1000 ft downwind require?	Mandatory call, no traffic ahead, instructor only	Solo student approval	No radio call required	Full flap landing		
DV20-421	Chair Flying - Phase Decision Drills	At this point in Solo student call sign prefix, What call sign prefix should solo student pilots use?	STUDENT	GLIDER	TRAINING	DV20		
DV20-422	Chair Flying - Phase Decision Drills	At this point in Instruments/brakes check during taxiing, When taxiing, the instruments/brakes check is called out afte…	The parking area	Crosswind leg	The runway	UP (considering distance available)		
DV20-423	Chair Flying - Phase Decision Drills	At this point in After take-off, On the AFTER TAKE-OFF checklist (minimum 200 ft AAL), what should you do?	Select flaps UP and set propeller speed to 2400 RPM	Set flaps T/O and reduce to idle power	Retract flaps and turn electric fuel pump OFF	Extend flaps LDG and set MAX RPM		
DV20-424	Chair Flying - Phase Decision Drills	At this point in Electric fuel pump OFF timing, When should the electric fuel pump be switched OFF after takeoff?	Above 1000 ft AAL	3000 ft AGL	700 ft AAL	1000 ft AAL		
DV20-425	Chair Flying - Phase Decision Drills	At this point in Engine run-up — throttle RPM (brakes held), During the engine run-up, to what RPM is the throttle set …	1700 RPM	1500 RPM	1100 RPM	2400 RPM		
DV20-426	Chair Flying - Phase Decision Drills	At this point in Starting engine (CAUTION), If oil pressure is below 1.5 bar after start, what is the maximum delay bef…	10 seconds	5 seconds	15 seconds	30 seconds		
DV20-427	Chair Flying - Phase Decision Drills	At this point in Downwind, what position should carburetor heat be in?	ON	OFF	T/O	UP		
DV20-428	Chair Flying - Phase Decision Drills	At this point in Emergency landing with engine off — approach speed, What airspeed does the EMERGENCY LANDING WITH ENGI…	59 kts	70 kts	43 kts	55 kts		
DV20-429	Chair Flying - Phase Decision Drills	At this point in Flap system failure (UP only) — approach speed adjustment, In a flap system failure where only the UP …	Raised by 10 kts	104 kts	15 kts	64 kts		
DV20-430	Chair Flying - Phase Decision Drills	At this point in Taxi warm-up — oil temperature RPM, During taxi warm-up, at what RPM is the engine oil warmed to 50 C?	1100–1500 RPM	1700 RPM	2400 RPM ±100 RPM	1100 RPM		
DV20-431	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is Vy (best rate of climb) for the DV20?	70 kts	58 kts	65 kts	90 kts		
DV20-432	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is Vy (best rate of climb) with flaps in the T/O position?	65 kts	75 kts	58 kts	70 kts		
DV20-433	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is Vx (best angle of climb) with flaps T/O?	58 kts	51 kts	65 kts	70 kts		
DV20-434	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is the stall speed VS1 (flaps up)?	43 kts	39 kts	58 kts	38 kts		
DV20-435	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is VSO (stall speed, flaps down)?	38 kts	43 kts	55 kts	39 kts		
DV20-436	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is VFE (maximum speed with flaps extended)?	81 kts	104 kts	117 kts	70 kts		
DV20-437	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is VA (maneuvering speed)?	104 kts	117 kts	90 kts	161 kts		
DV20-438	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is the maximum demonstrated crosswind component?	15 kts	20 kts	25 kts	10 kts		
DV20-439	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Speeds, What is the best glide speed with flaps UP?	70 kts	58 kts	59 kts	64 kts		
DV20-440	Chair Flying - Phase Decision Drills	While chair-flying General aircraft numbers - Speeds, what is the best glide speed with flaps T/O?	64 kts	70 kts	59 kts	65 kts		
DV20-441	Chair Flying - Phase Decision Drills	At this point in General aircraft numbers - Weights, What is the maximum takeoff weight for PH-MFT and PH-SKM?	730 kg	495 kg	750 kg	511 kg		
DV20-442	Chair Flying - Phase Decision Drills	At this point in Average fuel usage, What is the usable fuel tank capacity?	77 liters	100 liters	58 liters	79 liters		
DV20-443	Chair Flying - Phase Decision Drills	At this point in Estimated gliding distance, What is the approximate glide ratio (L/Dmax) of the Katana?	14:1	10:1	7:1	20:1		
DV20-444	Chair Flying - Phase Decision Drills	At this point in Downwind flaps T/O — throttle setting, On downwind, after selecting flaps T/O, to what setting is the …	"±24"" MP to maintain 70 kts"	Full throttle until base	"±15"" MP to maintain 70 kts"	"±21"" MP to maintain 75 kts"		
DV20-445	Chair Flying - Phase Decision Drills	At this point in Powersetting / configuration versus speed table, What is the initial throttle (MP) setting when turnin…	"15"" MP"	"±21"" MP, speed 70 kts"	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"		
DV20-446	Chair Flying - Phase Decision Drills	At this point in Powersetting table / Circuit and normal landing (p.18, 39), What is the minimum approach speed on fina…	60 kts	58 kts	70 kts	55 kts		
DV20-447	Chair Flying - Phase Decision Drills	At this point in Descent — extra rate per inch MP reduction, During descent, approximately how much extra descent rate …	100 ft/min extra descend rate	No change to descend rate	50 ft/min less descend rate	200 ft/min extra descend rate		
DV20-448	Chair Flying - Phase Decision Drills	At this point in Circuit continuation — power and speed at 700 ft AAL, When staying in the circuit, what power setting …	"±21"" MP, speed 70 kts"	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"		
DV20-449	Chair Flying - Phase Decision Drills	At this point in Transition to climb — full throttle speed, In the transition from straight and level to climb, at what…	70 kts	90 kts	58 kts	65 kts		
DV20-450	Chair Flying - Phase Decision Drills	At this point in Level-off from climb — power reduction speed, When leveling off from a climb, at what airspeed is powe…	90 kts	70 kts	65 kts	75 kts		
DV20-451	Chair Flying - Phase Decision Drills	At this point in Transition to descent — carburetor heat, In the transition to descent, what should be done with carbur…	ON before reducing power	MAX RPM, throttle FULL, carburetor heat OFF	"T/O after ""Speed checked"" within white arc"	Right side of runway due to gliders/paras		
DV20-452	Chair Flying - Phase Decision Drills	At this point in Level-off from descent — carburetor heat OFF point, When leveling off from a descent, at what point is…	100 ft before desired altitude	300 ft	200 ft AAL	300 ft AGL		
DV20-453	Chair Flying - Phase Decision Drills	At this point in Steep turn, During a 45 degree steep turn, what should you do when passing 30 degrees of bank?	"Increase power setting by 2"""	Extend flaps T/O	"Decrease power setting by 2"""	Retard throttle to idle		
DV20-454	Chair Flying - Phase Decision Drills	At this point in Clearing turns — target speed, What speed should be maintained during clearing turns before maneuvers?	90 kts	VS+10 kts	65 kts	70 kts		
DV20-455	Chair Flying - Phase Decision Drills	In Scanflow — traffic reporting method, which procedure step applies: What method is recommended for reporting traffic …	Clock position combined with above/below/on the horizon	Altitude in feet only	Distance in nautical miles only	Compass heading only		
DV20-456	Chair Flying - Phase Decision Drills	For Clearing turns — target speed, What speed should be maintained during clearing turns before maneuvers?	90 kts	VS+10 kts	65 kts	70 kts		
DV20-457	Chair Flying - Phase Decision Drills	For Transition to glide, What is the target speed when establishing a glide from straight and level?	70 kts	90 kts	59 kts	64 kts		
DV20-458	Chair Flying - Phase Decision Drills	In Slow flight entry — initial power reduction, which procedure step applies: On entry to slow flight, to what power se…	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"	"15"" MP"		
DV20-459	Chair Flying - Phase Decision Drills	For Approach-to-stall — recovery trigger (besides warning/buffet), Besides stall warning and buffet, what is the other …	5 kts above stall speed, whichever comes first	104 kts	15 kts	64 kts		
DV20-460	Chair Flying - Phase Decision Drills	For Power-on stall recovery — minimum speed before climb attitude, In a power-on stall recovery, what is the minimum sp…	60 kts	43 kts	55 kts	70 kts		
DV20-461	Chair Flying - Phase Decision Drills	For Altitude, What is the minimum recovery altitude for a full stall when solo?	3000 ft AGL	2000 ft AGL	1500 ft AGL	700 ft AGL		
DV20-462	Chair Flying - Phase Decision Drills	For Altitude, What is the minimum recovery altitude for an approach to stall when solo?	2000 ft AGL	1000 ft AGL	3000 ft AGL	1500 ft AGL		
DV20-463	Chair Flying - Phase Decision Drills	In Stall recovery — priority action, which procedure step applies: During stall recovery, what takes priority?	Decrease angle of attack, not altitude loss	Maintain altitude at all costs	Retard throttle to idle first	Extend flaps immediately		
DV20-464	Chair Flying - Phase Decision Drills	In Before lowering flaps — required action, which procedure step applies: What must you do before lowering the flaps?	"Check speed is in the white arc and call out ""Speed checked"""	Set power to idle	Retract flaps fully first	Set carburetor heat OFF		
